vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
94.61,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,6,4
92.17,-0.626,1.798,0.715,-0.162,2.481,0.709,0,-0.463,2.632,3,7,4
99.99,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,1,5
99.99,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,2,5
99.98,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,3,5
90.85,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,4,5
91.06,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,5,5
85.98,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,6,5
76.67,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,7,5
99.78,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,1,5
99.48,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,2,5
99.1,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,3,5
90.16,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,4,5
90.36,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,5,5
85.65,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,6,5
77.35,0.544,1.798,0.547,1.999,1.307,0.529,0,0.482,1.869,7,7,5
99.72,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,1,5
99.72,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,2,5
99.73,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,3,5
88.44,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,4,5
88.46,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,5,5
88.76,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,6,5
84.09,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,7,5
98.38,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,1,5
98.24,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,2,5
98.21,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,3,5
87.56,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,4,5
87.66,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,5,5
87.88,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,6,5
83.18,1.143,1.164,0.547,2.044,0.722,0.529,0,0.846,0.229,8,7,5
99.97,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,1,3
99.96,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,2,3
99.82,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,3,3
99.58,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,4,3
98.93,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,5,3
97.2,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,6,3
92.87,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,7,3
99.97,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,1,3
99.88,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,2,3
99.58,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,3,3
99.25,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,4,3
98.39,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,5,3
96.37,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,6,3
92.19,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,7,3
99.97,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,1,3
99.97,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,2,3
99.92,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,3,3
99.73,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,4,3
99.09,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,5,3
97.1,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,6,3
92.56,0.889,-0.581,0.284,1.267,-0.969,0.364,0,1.432,-0.954,7,7,3
99.97,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,1,3
99.96,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,2,3
99.96,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,3,3
96.24,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,4,3
96.75,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,5,3
87.04,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,6,3
74.29,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,7,3
99.97,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,1,3
99.96,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,2,3
99.96,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,3,3
97.31,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,4,3
97.44,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,5,3
88.08,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,6,3
75.94,3.222,0.212,0.392,2.247,-0.756,0.449,0,1.97,-0.713,7,7,3
99.97,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,1,3
99.68,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,2,3
98.81,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,3,3
97.79,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,4,3
96.47,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,5,3
94.05,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,6,3
89.9,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,7,3
99.92,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,1,3
99.31,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,2,3
98.02,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,3,3
96.9,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,4,3
95.47,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,5,3
92.91,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,6,3
88.52,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,7,3
99.94,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,1,3
99.59,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,2,3
98.52,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,3,3
97.58,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,4,3
96.17,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,5,3
93.6,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,6,3
89.17,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,7,3
99.97,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,1,3
99.8,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,2,3
99.19,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,3,3
98.47,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,4,3
97.51,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,5,3
95.22,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,6,3
91.29,0.572,-0.74,0.49,0.629,-1.019,0.534,0,0.862,-1.251,7,7,3
97.97,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,1,4
97.7,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,2,4
97.29,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,3,4
96.68,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,4,4
95.63,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,5,4
93.59,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,6,4
90.84,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,7,4
97.83,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,1,4
97.63,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,2,4
97.26,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,3,4
96.76,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,4,4
95.8,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,5,4
94.48,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,6,4
92.12,-0.662,1.798,0.406,-0.77,0.346,0.425,0,-0.573,0.645,1,7,4
98.68,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,1,4
98.32,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,2,4
97.75,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,3,4
96.75,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,4,4
95.38,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,5,4
93.05,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,6,4
89.23,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,7,4
99.05,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,1,4
98.66,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,2,4
98.06,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,3,4
96.99,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,4,4
95.29,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,5,4
92.56,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,6,4
88.38,-0.415,1.164,0.748,0.086,0.442,0.775,0,-0.183,0.289,3,7,4
98.15,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
97.81,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
97.27,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
96.46,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
95.45,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
93.76,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
90.9,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
99.47,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
99.26,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
99.02,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
98.62,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
97.8,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
96.56,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
94.68,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
97.92,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
97.45,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
96.76,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
95.74,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
94.41,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
92.61,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
90.13,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
97.71,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
97.37,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
96.93,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
96.34,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
95.43,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
93.88,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
91.43,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
98.99,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
98.64,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
98.21,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
97.49,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
96.64,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
94.56,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
91.44,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
99.72,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
99.7,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
99.67,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
99.62,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
99.49,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
98.97,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
97.76,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
99.15,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
99.09,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
99.05,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
98.9,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
98.62,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
97.85,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
96.28,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
98.92,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
98.74,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
98.45,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
98.06,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
97.5,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
96.62,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
95.42,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
98.13,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
98.08,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
97.96,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
97.79,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
97.54,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
97.05,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
96.42,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
97.44,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,1,2
97.4,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,2,2
97.33,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,3,2
97.23,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,4,2
97.09,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,5,2
96.75,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,6,2
96.14,-0.669,-1.057,-2.618,-0.98,0.178,-2.619,0,-0.536,-0.51,7,7,2
98.1,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
97.62,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
97.02,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
96.12,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
94.88,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
92.78,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
89.46,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
99.37,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
99.15,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
98.78,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
98.26,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
97.44,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
95.86,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
93.2,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
97.66,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
97.25,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
96.68,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
95.95,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
94.78,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
93.02,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
90.18,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
97.74,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
97.45,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
97.02,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
96.42,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
95.54,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
93.85,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
90.83,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
98.85,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
98.56,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
98.21,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
97.56,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
96.35,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
94.42,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
90.02,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
99.71,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
99.69,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
99.63,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
99.54,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
99.28,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
98.5,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
96.55,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
99.13,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
99.1,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
99.04,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
98.86,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
98.37,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
97.26,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
95.32,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
98.78,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
98.51,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
98.24,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
97.79,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
97.11,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
95.9,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
94.26,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
98.09,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
98.0,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
97.85,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
97.63,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
97.23,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
96.62,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
95.54,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
97.49,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,1,2
97.45,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,2,2
97.36,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,3,2
97.24,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,4,2
97.0,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,5,2
96.53,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,6,2
95.64,-0.676,-0.898,-2.552,-1.001,0.188,-2.553,0,-0.573,0.201,5,7,2
98.18,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
97.76,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
97.23,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
96.53,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
95.38,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
93.32,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
90.43,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
99.34,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
99.26,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
98.93,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
98.56,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
97.81,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
96.44,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
94.23,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
97.72,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
97.29,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
96.73,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,3,2
95.85,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,4,2
94.56,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,5,2
92.83,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,6,2
90.22,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,7,2
97.72,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,1,2
97.44,-0.669,-0.898,-2.59,-0.99,0.35,-2.591,0,-0.552,-0.094,6,2,2
