cq,vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
25,97.5,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
30,96.8,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
35,95.54,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
40,93.39,0.16,0.12,7.13,6.49,153.71,7.11,0,0.35,12.48,30,"(352, 288)"
10,98.46,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
15,97.31,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
20,95.98,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
25,94.79,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
30,94.18,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
35,92.93,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
40,90.78,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
10,99.41,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
15,98.36,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
20,97.05,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
25,95.88,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
30,95.31,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
35,94.02,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
40,91.91,0.59,0.11,7.29,9.54,75.46,7.35,0,0.63,6.39,50,"(1920, 1080)"
10,86.49,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
15,86.5,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
20,86.52,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
25,83.89,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
30,83.9,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
35,83.55,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
40,82.15,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
10,87.43,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
15,87.42,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
20,87.44,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
25,84.66,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
30,84.7,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
35,84.45,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
40,83.01,1.16,0.06,7.31,9.54,53.13,7.41,0,1.21,3.99,50,"(3840, 2160)"
10,98.17,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
15,97.86,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
20,97.68,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
25,97.26,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
30,96.62,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
35,95.33,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
40,93.39,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
10,98.51,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
15,98.24,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
20,97.99,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
25,97.53,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
30,96.74,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
35,95.47,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
40,92.96,0.64,0.13,7.19,6.78,106.75,7.22,0,0.87,9.43,30,"(352, 288)"
10,99.21,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
15,98.87,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
20,98.31,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
25,97.21,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
30,95.48,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
35,92.86,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
40,89.04,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
10,98.56,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
15,98.32,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
20,97.9,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
25,97.22,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
30,95.96,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
35,94.06,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
40,91.06,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
10,98.05,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
15,97.77,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
20,97.36,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
25,96.79,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
30,95.82,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
35,94.32,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
40,91.83,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
10,98.6,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
15,98.37,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
20,98.03,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
25,97.36,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
30,96.25,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
35,94.58,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
40,91.84,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
10,98.39,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
15,98.11,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
20,97.71,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
25,96.97,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
30,95.8,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
35,94.01,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
40,91.35,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
10,98.44,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
15,98.21,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
20,97.86,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
25,97.25,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
30,96.25,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
35,94.61,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
40,92.17,0.09,0.19,7.53,6.25,156.42,7.45,0,0.26,17,30,"(352, 288)"
10,99.99,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
15,99.99,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
20,99.98,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
25,90.85,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
30,91.06,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
35,85.98,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
40,76.67,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
10,99.78,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
15,99.48,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
20,99.1,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
25,90.16,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
30,90.36,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
35,85.65,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
40,77.35,1.75,0.19,7.17,20.45,120.86,7.07,0,2.05,14.08,50,"(1920, 1080)"
10,99.72,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
15,99.72,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
20,99.73,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
25,88.44,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
30,88.46,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
35,88.76,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
40,84.09,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
10,98.38,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
15,98.24,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
20,98.21,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
25,87.56,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
30,87.66,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
35,87.88,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
40,83.18,2.6,0.15,7.17,20.75,103.12,7.07,0,2.74,7.8,50,"(3840, 2160)"
10,99.97,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
15,99.96,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
20,99.82,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
25,99.58,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
30,98.93,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
35,97.2,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
40,92.87,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
10,99.97,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
15,99.88,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
20,99.58,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
25,99.25,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
30,98.39,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
35,96.37,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
40,92.19,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
10,99.97,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
15,99.97,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
20,99.92,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
25,99.73,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
30,99.09,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
35,97.1,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
40,92.56,2.24,0.04,6.61,15.64,51.91,6.72,0,3.85,3.27,25,"(1920, 1080)"
10,99.97,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
15,99.96,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
20,99.96,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
25,96.24,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
30,96.75,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
35,87.04,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
40,74.29,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
10,99.97,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
15,99.96,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
20,99.96,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
25,97.31,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
30,97.44,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
35,88.08,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
40,75.94,5.55,0.09,6.84,22.08,58.35,6.9,0,4.87,4.19,25,"(1920, 1080)"
10,99.97,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
15,99.68,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
20,98.81,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
25,97.79,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
30,96.47,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
35,94.05,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
40,89.9,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
10,99.92,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
15,99.31,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
20,98.02,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
25,96.9,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
30,95.47,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
35,92.91,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
40,88.52,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
10,99.94,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
15,99.59,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
20,98.52,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
25,97.58,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
30,96.17,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
35,93.6,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
40,89.17,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
10,99.97,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
15,99.8,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
20,99.19,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
25,98.47,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
30,97.51,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
35,95.22,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
40,91.29,1.79,0.03,7.05,11.45,50.38,7.08,0,2.77,2.13,25,"(1920, 1080)"
10,97.97,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
15,97.7,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
20,97.29,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
25,96.68,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
30,95.63,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
35,93.59,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
40,90.84,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
10,97.83,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
15,97.63,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
20,97.26,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
25,96.76,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
30,95.8,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
35,94.48,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
40,92.12,0.04,0.19,6.87,2.26,91.75,6.85,0,0.05,9.39,30,"(176, 144)"
10,98.68,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
15,98.32,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
20,97.75,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
25,96.75,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
30,95.38,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
35,93.05,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
40,89.23,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
10,99.05,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
15,98.66,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
20,98.06,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
25,96.99,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
30,95.29,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
35,92.56,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
40,88.38,0.39,0.15,7.6,7.88,94.66,7.59,0,0.79,8.03,30,"(352, 288)"
10,98.15,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,97.81,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,97.27,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,96.46,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,95.45,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,93.76,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,90.9,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,99.47,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,99.26,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,99.02,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,98.62,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,97.8,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,96.56,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,94.68,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,97.92,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,97.45,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,96.76,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,95.74,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,94.41,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,92.61,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,90.13,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,97.71,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,97.37,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,96.93,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,96.34,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,95.43,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,93.88,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,91.43,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,98.99,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,98.64,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,98.21,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,97.49,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,96.64,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,94.56,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,91.44,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,99.72,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,99.7,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,99.67,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,99.62,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,99.49,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,98.97,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,97.76,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,99.15,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,99.09,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,99.05,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,98.9,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,98.62,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,97.85,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,96.28,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,98.92,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,98.74,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,98.45,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
25,98.06,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
30,97.5,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
35,96.62,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
40,95.42,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
10,98.13,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
15,98.08,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
20,97.96,0.03,0.01,0.41,0.88,86.66,0.41,0,0.12,4.97,24,"(1920, 1080)"
