cq,vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
30,97.18,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,96.76,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,96.17,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.77,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.72,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.69,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,97.1,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,96.92,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,93.31,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,86.04,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.96,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.96,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.95,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,96.54,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,96.68,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,93,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,84.3,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.99,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.99,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.99,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,99.47,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,99.03,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,95.86,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,89.48,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.96,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.95,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.92,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,99.26,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,98.79,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,95.22,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,89.19,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.99,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.99,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.94,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,97.26,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,97.24,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,93.48,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,87.47,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.96,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.96,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.95,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,97.26,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,97.32,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,93.07,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,85.18,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.82,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.8,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.74,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,97.96,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,97.83,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,94,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,86.47,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,98.95,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,98.88,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,98.65,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,97.94,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,97.58,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,95.76,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,91.57,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.92,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.9,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.85,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,97.88,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,97.75,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,93.82,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,87,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.85,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,99.82,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,99.72,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,98.45,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,98.21,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,94.73,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,88.74,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,98.85,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
15,98.71,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
20,98.56,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
25,98.16,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
30,97.37,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
35,95.46,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
40,92.43,2.35,0.02,6.03,6.89,66.71,5.9,0,3.01,5.73,60,"(1920, 1080)"
10,99.84,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
15,99.77,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
20,99.68,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
25,99.55,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
30,99.29,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
35,98.31,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
40,96.02,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
10,99.46,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
15,99.32,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
20,99.04,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
25,98.43,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
30,97.36,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
35,95.47,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
40,92.63,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
10,99.65,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
15,99.45,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
20,99.06,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
25,98.36,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
30,97.37,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
35,95.82,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
40,92.93,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
10,99.98,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
15,99.98,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
20,99.97,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
25,99.97,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
30,99.88,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
35,99.13,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
40,97.04,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
10,99.57,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
15,99.35,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
20,99.2,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
25,99.2,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
30,98.83,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
35,97.81,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
40,95.45,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
10,98.5,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
15,98.23,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
20,97.82,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
25,97.13,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
30,96.13,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
35,94.53,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
40,92.02,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
10,98.05,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
15,98.13,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
20,94.87,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
25,76.46,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
30,77.02,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
35,72.92,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
40,63.59,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
10,98.71,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
15,98.74,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
20,95.34,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
25,78.52,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
30,78.71,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
35,73.99,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
40,65.33,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
10,82.42,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
15,82.45,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
20,82.46,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
25,68.42,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
30,68.5,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
35,68.9,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
40,66.98,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
10,83.14,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
15,83.12,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
20,83.19,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
25,69.78,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
30,69.79,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
35,70.14,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
40,67.78,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
10,99.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.95,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.92,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,96.14,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,95.59,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,92.68,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,87.08,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.87,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.49,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,98.1,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,96.86,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,93.9,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,88.55,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,99.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,99.85,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,99.03,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,99.85,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,99.62,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,98.56,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,94.94,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,99.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,99.9,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,99.63,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,97.52,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,99.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,99.82,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,98.66,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,95.78,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,99.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,99.79,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,99.1,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,97.14,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
15,99.97,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
20,99.91,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
25,99.76,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
30,99.48,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
35,98.91,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
40,97.66,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
10,99.98,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
15,99.98,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
20,99.97,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
25,99.79,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
30,97.66,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
35,93.33,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
40,86.7,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
10,99.87,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
15,99.76,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
20,99.61,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
25,99.17,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
30,96.74,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
35,87.94,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
40,76.46,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
10,99.81,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
15,99.63,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
20,99.22,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
25,98.46,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
30,97.16,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
35,94.49,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
40,90.48,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
10,99.57,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
15,99.25,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
20,98.96,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
25,98.5,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
30,97.65,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
35,95.56,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
40,90.92,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
10,98.3,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
15,97.9,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
20,97.53,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
25,97.06,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
30,96.4,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
35,95.25,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
40,93.39,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
10,98.03,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
15,97.66,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
20,97.31,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
25,96.91,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
30,96.27,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
35,95.17,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
40,93.39,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
10,97.55,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
15,97.28,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
20,96.99,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
25,96.56,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
30,95.76,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
35,94.62,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
40,92.54,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
10,97.53,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
15,97.23,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
20,96.95,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
25,96.5,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
30,95.79,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
35,94.55,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
40,92.45,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
10,97.54,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
