vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_avg_motion_variance,metrics_avg_grain_noise,resolution_ordinal,cq_ordinal,metrics_frame_rate_ordinal
0.9171,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0.833333333333333,0.8
0.8888,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,1,0.8
0.9948,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0,0.8
0.9768,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0.166666666666667,0.8
0.9534,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0.333333333333333,0.8
0.8995,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0.5,0.8
0.8874,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0.666666666666667,0.8
0.8364,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,0.833333333333333,0.8
0.7733,1.84,0.09,0.275,0.486,-1.071,0.175,-0.072,-0.285,0.75,1,0.8
0.9811,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0,1
0.9783,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.166666666666667,1
0.9744,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.333333333333333,1
0.9704,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.5,1
0.9653,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.666666666666667,1
0.956,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.833333333333333,1
0.943,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,1,1
0.9795,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0,1
0.9767,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.166666666666667,1
0.9733,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.333333333333333,1
0.97,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.5,1
0.9647,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.666666666666667,1
0.9564,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,0.833333333333333,1
0.9447,0.08,0.04,0.467,-0.829,0.228,0.581,-0.484,-0.481,0.625,1,1
0.9833,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0,1
0.9801,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.166666666666667,1
0.9766,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.333333333333333,1
0.9726,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.5,1
0.967,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.666666666666667,1
0.9576,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.833333333333333,1
0.9416,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,1,1
0.9849,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0,1
0.9816,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.166666666666667,1
0.9783,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.333333333333333,1
0.9746,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.5,1
0.9692,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.666666666666667,1
0.9598,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,0.833333333333333,1
0.9447,0.17,0.06,0.659,-0.628,0.739,0.704,-0.426,0.052,0.625,1,1
0.9998,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0,0.6
0.9997,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.166666666666667,0.6
0.9967,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.333333333333333,0.6
0.9878,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.5,0.6
0.9748,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.666666666666667,0.6
0.954,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.833333333333333,0.6
0.9231,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,1,0.6
0.994,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0,0.6
0.9879,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.166666666666667,0.6
0.9775,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.333333333333333,0.6
0.956,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.5,0.6
0.9341,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.666666666666667,0.6
0.8921,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.833333333333333,0.6
0.8349,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,1,0.6
0.9971,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0,0.6
0.9941,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.166666666666667,0.6
0.9872,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.333333333333333,0.6
0.969,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.5,0.6
0.9521,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.666666666666667,0.6
0.9162,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.833333333333333,0.6
0.8602,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,1,0.6
0.9985,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0,0.6
0.9975,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.166666666666667,0.6
0.9967,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.333333333333333,0.6
0.9919,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.5,0.6
0.9818,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.666666666666667,0.6
0.9561,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.833333333333333,0.6
0.9279,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,1,0.6
0.9924,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0,0.6
0.9895,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.166666666666667,0.6
0.9865,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.333333333333333,0.6
0.9782,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.5,0.6
0.9666,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.666666666666667,0.6
0.9463,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,0.833333333333333,0.6
0.9121,1.4,0.05,0.425,1.093,-0.199,0.43,1.01,-0.288,0.75,1,0.6
0.9845,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0,0.6
0.9812,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.166666666666667,0.6
0.9712,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.333333333333333,0.6
0.9697,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.5,0.6
0.9583,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.666666666666667,0.6
0.9399,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.833333333333333,0.6
0.9103,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,1,0.6
0.9806,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0,0.6
0.977,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.166666666666667,0.6
0.9733,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.333333333333333,0.6
0.9667,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.5,0.6
0.9565,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.666666666666667,0.6
0.9407,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.833333333333333,0.6
0.9121,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,1,0.6
0.9786,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0,0.6
0.9753,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.166666666666667,0.6
0.9723,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.333333333333333,0.6
0.9664,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.5,0.6
0.9583,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.666666666666667,0.6
0.9431,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.833333333333333,0.6
0.9199,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,1,0.6
0.9811,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0,0.6
0.9775,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.166666666666667,0.6
0.9734,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.333333333333333,0.6
0.9667,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.5,0.6
0.9566,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.666666666666667,0.6
0.9402,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.833333333333333,0.6
0.914,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,1,0.6
0.9846,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0,0.6
0.9808,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.166666666666667,0.6
0.9754,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.333333333333333,0.6
0.9676,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.5,0.6
0.9559,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.666666666666667,0.6
0.9371,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.833333333333333,0.6
0.9059,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,1,0.6
0.9882,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0,0.6
0.9843,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.166666666666667,0.6
0.9794,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.333333333333333,0.6
0.9713,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.5,0.6
0.9587,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.666666666666667,0.6
0.9365,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,0.833333333333333,0.6
0.9031,0.28,0.1,0.547,-0.381,0.182,0.492,-0.415,0.07,0.25,1,0.6
0.9999,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9998,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9996,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.981,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9817,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9624,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.897,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9996,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.999,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9963,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9282,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9294,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.8972,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.8187,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9995,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9994,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9977,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9323,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9329,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9009,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.8304,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9993,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9981,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9949,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9647,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9621,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9265,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.8694,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9952,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9943,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.993,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9885,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9832,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9719,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9485,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9906,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9898,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9891,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9858,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9817,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9709,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9432,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9979,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9977,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9973,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9961,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9948,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9911,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9801,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9892,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9875,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.985,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9796,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.972,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9561,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9284,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9945,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9935,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9917,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9866,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9792,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9601,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9222,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9846,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9842,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.983,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9816,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9786,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.973,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9632,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9781,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9776,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9765,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9756,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.974,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9716,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9689,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9789,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0,1
0.9785,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.166666666666667,1
0.9778,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.333333333333333,1
0.9769,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.5,1
0.9756,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.666666666666667,1
0.9737,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,0.833333333333333,1
0.9692,0,0.01,-1.612,-0.967,-0.879,-1.574,-0.589,-0.794,0.75,1,1
0.9774,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,0,0.6
0.9724,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,0.166666666666667,0.6
0.9696,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,0.333333333333333,0.6
0.9642,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,0.5,0.6
0.9561,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,0.666666666666667,0.6
0.9426,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,0.833333333333333,0.6
0.9196,0.11,0.06,-0.104,-0.776,-0.192,-0.024,-0.552,-0.627,0,1,0.6
0.9998,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0,0.6
0.9998,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.166666666666667,0.6
0.998,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.333333333333333,0.6
0.9849,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.5,0.6
0.9596,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.666666666666667,0.6
0.9261,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.833333333333333,0.6
0.8801,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,1,0.6
0.9998,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0,0.6
0.9998,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.166666666666667,0.6
0.9995,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.333333333333333,0.6
0.9917,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.5,0.6
0.9716,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.666666666666667,0.6
0.937,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,0.833333333333333,0.6
0.8867,0.35,0.25,0.86,1.183,2.774,0.808,-0.536,3.747,0.25,1,0.6
0.9815,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0,0.6
0.9783,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.166666666666667,0.6
0.9742,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.333333333333333,0.6
0.9672,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.5,0.6
0.9565,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.666666666666667,0.6
0.9386,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.833333333333333,0.6
0.9129,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,1,0.6
0.9782,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0,0.6
0.9756,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.166666666666667,0.6
0.9723,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.333333333333333,0.6
0.9668,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.5,0.6
0.9579,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.666666666666667,0.6
0.9425,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.833333333333333,0.6
0.9167,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,1,0.6
0.9771,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0,0.6
0.9748,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.166666666666667,0.6
0.9721,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.333333333333333,0.6
0.9667,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.5,0.6
0.9589,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.666666666666667,0.6
0.9459,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.833333333333333,0.6
0.9237,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,1,0.6
0.9782,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0,0.6
0.9755,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.166666666666667,0.6
0.9719,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.333333333333333,0.6
0.9663,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.5,0.6
0.9567,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.666666666666667,0.6
0.9423,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.833333333333333,0.6
0.9199,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,1,0.6
0.9813,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0,0.6
0.978,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.166666666666667,0.6
0.974,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.333333333333333,0.6
0.9673,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.5,0.6
0.9559,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.666666666666667,0.6
0.9379,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.833333333333333,0.6
0.9111,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,1,0.6
0.9839,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0,0.6
0.9807,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.166666666666667,0.6
0.9766,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.333333333333333,0.6
0.9672,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.5,0.6
0.9552,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.666666666666667,0.6
0.9331,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,0.833333333333333,0.6
0.9039,0.15,0.15,0.523,-0.57,0.428,0.468,-0.521,0.313,0,1,0.6
0.8564,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0,1
0.8561,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.166666666666667,1
0.8556,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.333333333333333,1
0.8313,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.5,1
0.832,0.1,0,0.004,-0.87,-2.231,0.038,-0.489,-1.463,1,0.666666666666667,1
